location,K001-1,K001-2,K001-3,K001-4,K002-1,K002-2,K002-3,K002-4,K003-1,K003-2,K003-3,K004-1,K004-2,K005-1,K005-2,K005-3,K005-4,K006-1,K006-2,K006-3,K006-4,K007-1,K007-2,K007-3,K007-4,K008-1,K008-2,K008-3,K008-4,K009-1,K009-2,K009-3,K009-4,K010-1,K010-2,K010-3,K010-4,K011-1,K011-2,K011-3,K011-4,K012-1,K012-2,K012-3,K012-4,K013-1,K013-2,K013-3,K013-4,K014-1,K014-2,K014-3,K014-4,K015-1,K015-2,K015-3,K015-4,001-1,001-2,001-3,001-4,002-1,002-2,002-3,002-4,003-1,003-2,003-3,004-1,004-2,005-1,005-2,005-3,005-4,006-1,006-2,006-3,006-4,007-1,007-2,007-3,007-4,008-1,008-2,008-3,008-4,009-1,009-2,009-3,009-4,010-1,010-2,010-3,010-4,011-1,011-2,011-3,011-4,012-1,012-2,012-3,012-4,013-1,013-2,013-3,013-4,014-1,014-2,014-3,014-4,015-1,015-2,015-3,015-4,016-1,016-2,016-3,016-4,017-1,017-2,018-1,018-2,018-3,019-1,019-2,019-3,019-4,020-1,020-2,020-3,020-4
K006-2,,,,,,,,,,,,,,,,,,-60.082094833687194,-61.151630022744506,-72.07209302325582,-58.08943616331821,-60.103971119133575,-63.76285495011512,-68.30344108446299,-72.94222833562586,-71.02105263157895,-79.37183544303798,-82.53882352941176,-75.49549549549549,-71.16742596810934,-77.42168674698796,-75.69852941176471,-77.91212653778558,-78.07606973058637,-88.48484848484848,-84.66187050359713,-52.97695852534562,-61.358231707317074,-37.64994829369183,-67.67313288069835,-65.80251694094869,-65.47940074906367,-60.09361702127659,-65.25041459369818,-69.33719806763285,-63.76592478894858,-73.2030534351145,-70.80344827586207,-71.44019933554817,-75.0,-83.31283422459893,-88.45454545454545,-77.20211161387633,-75.13095238095238,-82.44413407821229,-78.9553264604811,-78.91280148423006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
